,name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng,Hồ sơ khảo sát đình chùa Đồng Kỵ 1987,Hồ sơ khảo sát đình Bảng,Bản vẽ thiết kế (CT,Bản vẽ,Bản vẽ hoàn công (phần việc,Bản vẽ thiết kế kỹ thuật thi công (Phần việc,Bản vẽ thiết kế kỹ thuật. HM,Bản vẽ thiết kế kỹ thuật thi công (Hạng mục,Bản vẽ thiết kế (Hạng mục,Bản vẽ hiện trạng (mặt bằng,Dự án thực nghiệm tu bổ tôn tạo đình Chu Quyến,Hồ sơ viết di tích đình Lỗ Hạnh,Hồ sơ bản vẽ di tích đình Nội,Hồ sơ viết di tích đình Nội,Hồ sơ bản vẽ di tích chùa Yên Viên,Hồ sơ viết di tích chùa Yên Viên,Hồ sơ ảnh di tích chùa Yên Viên,Hồ sơ viết di tích đình Phúc Long,Hồ sơ ảnh di tích đình Phúc Long,Báo cáo đầu tư tu bổ cấp thiết đình Trân Tảo. HM,HSTKBVTC dự án tôn tạo Đền Ngọc Sơn. HM,Hồ sơ ảnh đền Thiên Trường,Hồ sơ thiết kế tu bổ tôn tạo (Hm,Hồ sơ thiết kế kỹ thuật thi công (Hm,Hồ sơ khảo sát tháp Dương Long,Hồ sơ thiết kế tu bổ tháp Đôi,Hồ sơ bản vẽ điện Tây Sơn Tam Kiệt,Hồ sơ khảo sát đình Phù Lão (1982),Hồ sơ khảo sát đình Phù Lão
3420,Chùa Nguyễn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2639,http://ditich.vn\upload\images\ditich\Ch-N0057.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tu sửa năm 2009,Đầu thế kỷ 19,"21°14'50.7""N 105°56'42.7""E",Phật,Đầu thế kỷ 19,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,Đình làng Bảo Lộc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2638,http://ditich.vn\upload\images\ditich\Di-B0009.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Bảo Sơn",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,Cuối Tk19 - Đại bái; Hậu cung- Đầu Tk20,"21°21'14.9""N 106°19'40.4""E","Trần Cả, Trần Cung",Đại bái -Cuối 17 tòa Hậu cung - đầu 18.,03/2000/QĐBT ; ngày 14/02/2000,,Cuối Tk17 - Đại bái; Hậu cung -Đầu tk20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,Đình làng Đại Từ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2637,http://ditich.vn\upload\images\ditich\Di-D0137.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Bảo Đài,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Quý mùi niên,Đại bái,"21°19'59.2""N 106°21'33.5""E","Đô thống, Chiêu ứng đế quân",Đại bái,821/QĐ-BVHTTDL;09/03/2017,Đình Thép,Thế kỷ 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,Đình Húi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2636,http://ditich.vn\upload\images\ditich\Di-H0080.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Đan Hội,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Bảo Đại 11,Đầu thế kỷ 20,"21°11'08.1""N 106°20'46.9""E",Cao Sơn Quý Minh,Cuối 18,502QĐ/BT; ngày 28/4/1994,Đình Đan Hội,Cuối Tk18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,Đình làng Nội Đông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2635,http://ditich.vn\upload\images\ditich\Di-N0097.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Yên Sơn,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 20,"21°15'34.8""N 106°20'14.8""E",Độc Cước,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 19,,,Thế kỷ 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,"Đình Chản,",http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2634,http://ditich.vn\upload\images\ditich\Di-C0073.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,TT Đồi Ngô,",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 20,"21°18'41.3""N 106°23'44.4""E",Bà Chúa Ngọ Tiên Lươn,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 18,,,Thế kỷ 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,Đình Gai,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2633,http://ditich.vn\upload\images\ditich\Di-G0017.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, TT Đồi Ngô,",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Thế kỷ 18,"21°18'39.2""N 106°23'38.4""E",Cao Sơn Quý Minh,Thế kỷ 18,2087/QĐ-UBND;23/12/2006,,thế kỷ 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,Đình Hà Mỹ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1878,http://ditich.vn\upload\images\ditich\Di-H0011.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tự Đức 20,Cuối 17- Đại bái; Cuối 19 - ống muống,"21°17'59.4""N 106°21'20.3""E",Cao Sơn Quý Minh,Cuối 17- Đại bái; Cuối 19 - ống muống,08/QĐ-VHTT; ngày13/3/2001,,Cuối 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,Đình Sàn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2632,http://ditich.vn\upload\images\ditich\Di-S0024.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Phương Sơn,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Tuế thứ Ất Mùi,Cuối 17,"21°18'01.5""N 106°19'48.6""E",Cao Sơn Quý Minh,Cuối 17,502QĐ-BT; ngày 28/04/1994,Đình Phương Lạn,Cuối 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,Đình Thân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2631,http://ditich.vn\upload\images\ditich\Di-T0215.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, TT Đồi Ngô,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,Đại bái,"21°17'58.6""N 106°21'18.1""E",Cao Sơn Quý Minh,Đại bái,502QĐ-BT; ngày28/04/1994,,Đại bái,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,Nghè Mẫu Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2630,http://ditich.vn\upload\images\ditich\Mi-M0008.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Nghè,,,,,"21°17'58.6""N 106°21'18.2""E",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,Nghè Húi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2629,http://ditich.vn\upload\images\ditich\Mi-H0014.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Đan Hội,",Nghè,,Chưa xếp hạng,,Cuối thế kỷ 17,"21°11'07.6""N 106°20'41.8""E",Thánh mẫu,Cuối thế kỷ 17,,,Cuối thế kỷ 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,"Chùa Cao Long,",http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2628,http://ditich.vn\upload\images\ditich\Ch-C0065.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Thanh Lâm, h",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tuế thứ Mậu Thân niên,Thế kỷ 18,"21°20'15.0""N 106°19'44.1""E",,"thế kỷ 18 - Tiền đường, thượng điện",2163 QĐ/UBND; 19/12/2008,Chùa Sơn Bình,thế kỷ 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,Chùa Triệu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2627,http://ditich.vn\upload\images\ditich\Ch-T0144.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Đan Hội,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,đầu thế kỷ 20,"21°10'57.0""N 106°21'41.9""E",Phật Mẫu,đầu thế kỷ 20,2002QĐ-UBND ngày 17/12/2012,Chùa An Triệu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,Chùa Phúc Nghiêm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2626,http://ditich.vn\upload\images\ditich\Ch-P0062.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Yên Sơn,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Bảo Đại nguyên niên - 1932- nhà tổ,Thế kỷ 20,"21°14'41.5""N 106°20'17.4""E",Phật mẫu,đầu thế kỷ 20,2087/QĐ-UBND ngày 25/12/2006,Chùa Chản,Đầu thế kỷ 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,Chùa Liên Hoa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2625,http://ditich.vn\upload\images\ditich\Ch-L0059.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,xã Yên Sơn,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°15'34.2""N 106°20'13.6""E",Phật mẫu,đầu thế kỷ 19 - Thượng điện,Năm 2009,Chùa Nội Đông,Thế kỷ 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,Chùa Húi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2624,http://ditich.vn\upload\images\ditich\Ch-H0065.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,xã Đan Hội,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Đầu thế kỷ 20,"21°11'22.0""N 106°20'58.6""E",Phật mẫu,"thế kỷ 18 - Tiền đường, thượng điện",,Chùa Phúc Long,thế kỷ 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,Chùa Non,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2623,http://ditich.vn\upload\images\ditich\Ch-N0061.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,xã Khám Lạng,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Cuối thế kỷ 20,"21°16'40.3""N 106°22'46.5""E",Phật mẫu,,"1936/QĐ-UBND, ngày 20/12/2013",Chùa Linh Quang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,Chùa Khám Lạng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2622,http://ditich.vn\upload\images\ditich\Ch-K0005.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Khám Lạng,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,Thế kỷ 20,"21°16'38.6""N 106°22'46.5""E",Phật mẫu,"Thời Lê Sơ, thế kỷ 15 - tòa Tam bảo",53QĐ/BVHTT ; ngày 02/08/1999,Chùa Khám,Thời Lê Sơ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,Chùa Phương Lạn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2621,http://ditich.vn\upload\images\ditich\Ch-P0046.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Phượng Sơn,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,"Cuối thế kỷ 19-Tiền đường, Thiêu hương; Cuối thế kỷ 19- Thượng điện; đầu thế kỷ 20 - nhà mẫu, nhà tổ","21°18'43.0""N 106°18'36.7""E",Phật mẫu,"Cuối thế kỷ 19-Tiền đường, Thiêu hương; Cuối thế kỷ 17- Thượng điện; đầu thế kỷ 20 - nhà mẫu, nhà tổ",1568 QĐ/BT ; ngày 20/04/1995,Chùa Sàn,Cuối thế kỷ 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,Chùa Đính Long,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2620,http://ditich.vn\upload\images\ditich\Ch-D0105.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Cuối thế kỷ 20,"21°17'59.9""N 106°21'18.3""E","Phật, mẫu",,"2763 QĐ/UBND, ngày19/12/2000",Chùa Mẫu Sơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,Chùa Hà Mỹ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2619,http://ditich.vn\upload\images\ditich\Ch-H0064.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,1934 - Tiền đường; 1932- Thượng điện,Đầu thế kỷ 20,"21°18'03.6""N 106°20'39.6""E","Phật, mẫu",đầu thế kỷ 19 - thiêu hương,"1040 QĐ/UBND , ngày 29/7/2011",Quang Minh Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,Chùa Bảo An,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2618,http://ditich.vn\upload\images\ditich\Ch-B0007.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Cương Sơn, thôn An Nguyễn",Chùa,Di tích kiến trúc nghệ thuật,,Nhâm Ngọ niên,Cuối thế kỷ 20,"21°17'45.5""N 106°25'10.5""E","Phật, mẫu, Trúc Lâm tam tổ",Cuối thế kỷ 19,"08/ 2001/QĐ-BVHTT,3/03/2001",chùa Lè,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,Chùa Đại Từ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2617,http://ditich.vn\upload\images\ditich\Ch-D0104.jpg,"Tỉnh bắc Giang, huyện Lục Nam, xã Bảo Đài, thôn Đại Từ,",Chùa,,,"Bảo Đại nhị niên, tuế thứ Đinh Sửu trong Xuân Nguyệt, hảo nhật kiên trụ Thượng Vương đại cát (1937)",Cuối 19 - nhà mẫu,"21°20'02.0""N 106°21'50.5""E","Phật, mẫu",Cuối thế kỷ 19,Chưa xếp hạng,Linh Quang tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,Đình Thanh Long,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2616,http://ditich.vn/upload/files/Anh%20hien%20trang%20nam%202017%20(6).jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Xuân Phú",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ đại bái,+ đại bái,"21°14'16.3""N 106°15'33.8""E",Vũ Thành và Nguyễn Trung,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,Đình Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2615,http://ditich.vn\upload\images\ditich\Di-T0210.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Nội Hoàng",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°14'32.6""N 106°09'42.6""E","Cao Sơn, Qúy Minh, Tam Giang",,Số 2002/QĐ – UBND ngày 17/12/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,Đình Cảnh Mỹ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2614,http://ditich.vn\upload\images\ditich\Di-C0071.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Cảnh Thụy",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,"+ đại bái, hậu cung",,"21°11'31.8""N 106°15'26.3""E","Cao Sơn, Qúy Minh",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,Đình Hồng Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2613,http://ditich.vn\upload\images\ditich\Di-H0078.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Lãng Sơn",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ Duy Tân 7 (1913)- thượng lương + nghi môn,+ đại bái,"21°13'34.1""N 106°16'58.4""E","Cao Sơn, Qúy Minh",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,Đình Liễu Nham,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2612,http://ditich.vn/upload/files/%E1%BA%A2nh%20hi%E1%BB%87n%20tr%E1%BA%A1ng%20n%C4%83m%202017%20(1).jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Tân Liễu",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,+ đại bái,"21°13'38.2""N 106°13'47.8""E","Cao Sơn, Qúy Minh",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,Nghè Hang Xanh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2611,http://ditich.vn\upload\images\ditich\Mi-H0013.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Tiền Phong",Nghè,,Chưa xếp hạng,+ tiền tế,,"21°14'03.8""N 106°11'24.6""E",Hoàng tử Hoàng Chân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,Đền La Vũ Hầu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2610,http://ditich.vn\upload\images\ditich\De-L0023.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Đức Giang",Đền,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,+ đại bái,"21°11'27.9""N 106°18'04.8""E",Nguyễn Đình Khuê,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,Chùa Diễn Khánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2609,http://ditich.vn\upload\images\ditich\Ch-D0103.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Tiền Phong",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ thượng điện,+ tiền đường,"21°14'00.9""N 106°11'27.1""E",Phật và Mẫu,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,Chùa Kem,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2608,http://ditich.vn\upload\images\ditich\Ch-K0044.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Nham Sơn",Chùa,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,+ tiền đường,"+ tiền đường, thượng điện","21°12'39.8""N 106°13'03.6""E","Phật, Tổ, Mẫu",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,Chùa Liễu Nham,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2607,http://ditich.vn\upload\images\ditich\Ch-L0058.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Tân Liễu",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ CHXHCNVN độc lập tuế Tân Mũi trùng tu_thượng lương + cổng Xd 2012,+ tiền đường,"21°13'39.0""N 106°13'45.4""E","Phật, Thần",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,Chùa Cổ Pháp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2606,http://ditich.vn\upload\images\ditich\Ch-C0063.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Đồng Phúc",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ tam bảo,+ tam bảo,"21°08'41.0""N 106°17'28.2""E","Phật, Mẫu, Tổ",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,Chùa Lao,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2605,http://ditich.vn\upload\images\ditich\Ch-L0057.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Đức Giang",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ tam bảo,+ tam bảo,"21°11'03.7""N 106°17'48.7""E","Phật, Tổ, Mẫu",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,Chùa Cảnh Mỹ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2604,http://ditich.vn\upload\images\ditich\Ch-C0061.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Cảnh Thụy",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ tiền đường,+ tiền đường,"21°11'44.8""N 106°15'32.8""E","Phật, Tổ, Bác Hồ",,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,Chùa Vĩnh Nghiêm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1880,http://ditich.vn\upload\images\ditich\Ch-D0073.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Trí Yên",Chùa,Di tích kiến trúc nghệ thuật,Di tích Quốc gia đặc biệt,+ tu sửa lớn nhất 2005 + tiền đường,+ nhà tổ (tam tổ trúc lâm),"21°12'49.5""N 106°19'27.8""E","Phật, Tổ, Mẫu",,Số,Chùa Đức La,Thời lý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,Chùa Hồng Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2603,http://ditich.vn\upload\images\ditich\Ch-H0063.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Lãng Sơn",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,"Tiền đường, Thượng điện","21°13'47.2""N 106°17'04.4""E",Phật và Mẫu,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,Chùa Cảnh Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2602,http://ditich.vn\upload\images\ditich\Ch-C0062.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Hương Gián",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ lầu Quan Âm (tháp chuông),"+ tiền đường, thượng điện","21°14'56.0""N 106°14'28.7""E",Phật,,Số,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,Chùa Xuân An,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2601,http://ditich.vn\upload\images\ditich\Ch-X0013.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Xuân Phú",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°14'15.7""N 106°15'37.5""E",Thần,,Số 1587/QQD-UBND ngày 17/9/2009,chùa Thanh Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,Chùa Dâu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2600,http://ditich.vn\upload\images\ditich\Ch-D0102.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Nội Hoàng",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,+ Nhà vong,"21°14'01.7""N 106°09'46.0""E","Phật; Tổ, Vong , Mẫu",,,Linh Quang Tự,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,Đình Nội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1867,http://ditich.vn\upload\images\ditich\Di-N0071.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, xã Việt Lập",Đình,Di tích lịch sử văn hóa,Di tích Quốc gia đặc biệt,"xây dựng vào đời vua Lê Hiển Tông, niên hiệu Cảnh Hưng thứ 34 (năm 1775)",,"21°21'04.7""N 106°08'38.7""E",Cao Sơn Qúy Minh,Cuối thế kỷ 18,Quyết định số 548/QĐ-TTg ngày 10 tháng 5 năm 2012,,Lê Trung Hưng,,,,,,,,,,,,,"(Việt Lập, Tân Yên,
                                                                                ...","(Việt Lập, Tân Yên, B
                                                                                ...",,,,,,,,,,,,,,,
3463,Đình Cao Thượng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2161,http://ditich.vn\upload\images\ditich\Di-C0011.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, xã Cao Thượng",Đình,Di tích lịch sử văn hóa,Di tích Quốc gia đặc biệt,Đại bái,TK 17,"21°22'47.2""N 106°08'11.1""E",Cao Sơn Qúy Minh,,Quyết định số 548/QĐ-TTg ngày 10 tháng 5 năm 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,Đình làng Giã,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2586,http://ditich.vn\upload\images\ditich\Di-G0016.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, thị trấn Cao Thượng",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tiền tế,Đại bái,"21°23'25.4""N 106°08'27.2""E",Cao Sơn Qúy Minh,,"Số 2487/QĐ-UBND, ngày 31/1232009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,Đình Ngò,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2585,http://ditich.vn\upload\images\ditich\Di-N0091.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, xã Việt Lập",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Đại bái,Đại bái,"21°21'04.4""N 106°08'46.4""E","Cao Sơn- Qúy Sơn, Quy Minh, Lâm Giang",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,Đình Dương Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2584,http://ditich.vn\upload\images\ditich\Di-D0014.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, xã An Dương",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Hậu cung,Đại bái,"21°25'16.5""N 106°05'47.5""E",Cao Sơn- Qúy Sơn,,"Số 154VHQĐ, ngày 25/01/1991",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,Đình Nội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2582,http://ditich.vn\upload\images\ditich\Di-N0090.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, xã Ngọc Vân",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại bái,Đại bái,"21°21'34.8""N 106°02'20.4""E",Long quân đô thống Qúy Minh Đại Vương,Đại bái,"Số 2169/QĐ-UBND, ngày 29/12/2010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,Đình Lãn Tranh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2581,http://ditich.vn\upload\images\ditich\Di-L0017.jpg,"Tỉnh Bắc Giang, huyện Tân Yên, xã Liên Trung",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tiền tế (đại bái),"Tiền tế, Đại bái, Hậu cung","21°21'50.9""N 106°10'00.5""E","Cao Sơn, Quý Minh",,"Số 172/QĐ, ngày 02/02/2005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
