name,url,img,loc,Loại hình di tích,Loại hình xếp hạng,Xếp hạng,Niên đại tuyệt đối,Niên đại chủ đạo,Tọa độ,Đối tượng thờ,Dấu vết vật chất sớm nhất,Quyết định xếp hạng,Tên khác,Niên đại khởi dựng
Đình Lỗ Hạnh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1870,http://ditich.vn\upload\images\ditich\Di-L0038.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đông Lỗ",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,,"21°17'07.0""N 105°59'50.1""E",Phương Duy Công chúa và Cao Sơn Đại Vương,Thế kỷ 16,Số,Đình Cả,Thời Mạc
Đình Đông Trước,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2667,http://ditich.vn\upload\images\ditich\Di-D0131.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiềm tế,Tiền tế,"21°14'18.0""N 105°57'28.7""E","Qúy Minh, Cao Minh, Bán Cảnh, Bạch Tượng",Tiền tế,Số,,
Đình Trâu Lỗ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2666,http://ditich.vn\upload\images\ditich\Di-T0206.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đại bái,"21°14'59.5""N 105°56'27.1""E",Vua Ông Vua Bà - Thánh Tam Giang,Đại bái,Số,Đình Sở,
Đình Quế Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2665,http://ditich.vn\upload\images\ditich\Di-Q0022.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Thái Sơn",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đầu thế kỷ 21,"21°22'08.0""N 105°56'43.6""E","Đức Thánh Cao Sơn Qúy Minh, Duyên Bình công chúa, Thùy Dung công chúa",Cuối thế kỷ 18,Số,,
Đình Nguyễn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2664,http://ditich.vn\upload\images\ditich\Di-N0095.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Tiền tế,"21°14'53.4""N 105°56'49.8""E",Nguyễn Đình Chính,Tiền tế,Số,,
Đình Vân Xuyên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2663,http://ditich.vn\upload\images\ditich\Di-V0062.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hoàng Vân",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Đại bái,Đại bái,"21°22'56.1""N 105°57'14.6""E",Cao Sơn Qúy Minh,Đại bái,Số,,
Đình Tân Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2662,http://ditich.vn\upload\images\ditich\Di-T0205.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đồng Tâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,Cuối thế kỷ 19,"21°22'28.4""N 105°59'07.6""E",Cao Sơn Qúy Minh,Đầu thế kỷ 19,Số,,
Đình Phúc Linh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2673,http://ditich.vn\upload\images\ditich\Di-P0076.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Đầu thế kỷ 21,"21°15'29.7""N 105°56'44.3""E",Đức Thánh Cao Sơn,Đầu thế kỷ 21,Số,Phúc Lãnh(thế kỷ 17),
Đình Lý Viên,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2661,http://ditich.vn\upload\images\ditich\Di-L0060.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Bắc Lý",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Phương đình,Đầu thế kỷ 20,"21°17'02.6""N 105°57'17.9""E",Đức Thánh Tam Giang,Đầu thế kỷ 20,Số,,
Đình Nga Trại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2660,http://ditich.vn\upload\images\ditich\Di-N0093.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,"Đại bái, hậu cung",Tiền tế,"21°15'01.2""N 105°57'28.9""E",Cao Sơn Qúy Minh,Tiền tế,Số,,
Đình Đông Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2659,http://ditich.vn\upload\images\ditich\Di-D0129.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Đại bái,Cuối thế kỷ 19,"21°16'16.5""N 105°57'07.0""E","Linh Giang hiệu ứng Đô Giang phá trạch, Diên bình minh",Cuối thế kỷ 18,Số,Linh Sơn Tự,
Đình Ninh Tào,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2672,http://ditich.vn\upload\images\ditich\Di-N0094.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Đầu thế kỷ 20,"21°18'42.8""N 105°54'05.5""E",Thánh Tam Giang,Đầu thế kỷ 20,Số,,
Đình Hương Câu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2179,http://ditich.vn\upload\images\ditich\Di-H0055.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,,Thế kỷ 17,"21°17'18.6""N 105°56'23.6""E","Đương Giang, Linh Thông Nương, Huyền Thánh Cảm Ứng, Linh Quang hiền thiện",Thế kỷ 17,Số,,TK 17
Nghè Chớp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2658,http://ditich.vn\upload\images\ditich\Mi-C0007.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Nghè,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°21'02.1""N 105°59'26.3""E",Qúy Minh Cao Sơn,,Số,,
Nghè Ngũ Giáp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2657,http://ditich.vn\upload\images\ditich\Mi-N0004.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Nghè,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền tế,Gần thế kỷ 20,"21°14'10.7""N 105°56'40.8""E","Đức Thánh Chương Qúy Vương, Tam Giang Khước Định",Gần thế kỷ 20,Số,,
Đền Tam Đông Vọng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2656,http://ditich.vn\upload\images\ditich\De-T0094.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Đền,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Đại bái,Đầu thế kỷ 20,"21°20'44.5""N 106°00'52.2""E",Thần Chi Nông,Đầu thế kỷ 20,Số,Nghè Lang,
Đền Y Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2655,http://ditich.vn\upload\images\ditich\De-Y0001.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hòa Sơn",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Phương đình,Cuối thế kỷ 20,"21°21'47.9""N 105°55'24.0""E",Đức Thánh Hùng Linh Công,Cuối thế kỷ 20,Số,Đền 1A,
Đền Trâu Lỗ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2654,http://ditich.vn\upload\images\ditich\De-T0095.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Đền,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tiền tế,Tiền tế,"21°14'59.6""N 105°56'27.2""E","Vua Ông, Vua Bà, Đức Thánh Tam Giang",Tiền tế,Số,"Đền Sổ, Tam Giang Thần Từ",
Chùa Chớp,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2653,http://ditich.vn\upload\images\ditich\Ch-C0055.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Gác chuông,Đầu thế kỷ 20,"21°20'59.9""N 105°59'47.8""E",Phật,Đầu thế kỷ 20,Số,"Chùa Pháp Lôi, Pháp Lôi Tự",
Chùa Chúng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2652,http://ditich.vn\upload\images\ditich\Ch-C0056.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đông Lỗ",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,tiền đường,Cuối thế kỷ 17 - Đầu thế kỷ 20,"21°17'03.4""N 106°11'39.7""E",Phật,Cuối thế kỷ 19 - Đầu thế kỷ 20,Số,"Chùa Hồng Phúc, Hồng Phúc Tự",
Chùa Vân Cẩm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2651,http://ditich.vn\upload\images\ditich\Ch-V0043.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Đông Lỗ",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tiền đường,Đầu thế kỷ 20,"21°17'14.8""N 106°00'47.5""E",Phật,Đầu thế kỷ 20,Số,Thiên Vân Tự,
Chùa Khánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2650,http://ditich.vn\upload\images\ditich\Ch-K0042.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Lương Phong",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Sửa năm 2004,Đầu thế kỷ 20,"21°19'49.4""N 106°01'07.7""E",Phật,Đầu thế kỷ 20,Số,Linh Tự Non Xuân (trước là Non Thông Tự),
Chùa An Khánh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2649,http://ditich.vn\upload\images\ditich\Ch-A0009.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hòa Sơn",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Phương đình,Đầu thế kỷ 20,"21°21'41.0""N 105°55'15.9""E",Phật,Đầu thế kỷ 20,Số,"Chùa Y Sơn, Sơn Tây Tự",
Chùa Chèo,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2648,http://ditich.vn\upload\images\ditich\Ch-C0058.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Thái Sơn",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Trùng tu năm Canh Ngọ 1990,Thế kỷ 19,"21°22'19.5""N 105°56'49.3""E",Phật,Thế kỷ 19,Số,Thánh Lộ Thiền Tự,
Chùa An Thất,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2647,http://ditich.vn\upload\images\ditich\Ch-A0008.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hoàng An",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,tiền đường,Cuối thế kỷ 20,"21°22'44.6""N 105°58'20.6""E",Phật,Đầu thế kỷ 19,Số,,
Chùa Ninh Tào,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2646,http://ditich.vn\upload\images\ditich\Ch-T0139.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tiền đường,,"21°18'42.3""N 105°54'04.3""E",,,Số,Tiêu Vân Thiền Tự,
Chùa Đa Hội,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2645,http://ditich.vn\upload\images\ditich\Ch-D0097.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hợp Thịnh",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam quan,Thế kỷ 20,"21°20'29.6""N 105°53'27.1""E",Phật,Thế kỷ 20,Số,Diên Phúc Tự,
Chùa Cẩm Bào,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2671,http://ditich.vn\upload\images\ditich\Ch-C0057.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Xuân Cẩm",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tam quan,Cuối thế kỷ 20,"21°17'50.5""N 105°56'27.1""E",,Thế kỷ 20,Số,Chùa Diên Quang,
Chùa Đông Lâm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2643,http://ditich.vn\upload\images\ditich\Ch-D0096.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,,,"21°16'19.3""N 105°57'10.4""E",Phật và Mẫu,,Số,Linh Sơn Tự,
Chùa Nga Trại,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2642,http://ditich.vn\upload\images\ditich\Ch-N0056.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°15'00.5""N 105°57'27.2""E",Phật,,Số,,
Chùa Phúc Linh,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2641,http://ditich.vn\upload\images\ditich\Ch-P0058.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Hương Lâm",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Nhà tổ kiêm gác chuông,Thế kỷ 20,"21°16'12.8""N 105°58'13.1""E",Phật,Thế kỷ 20,Số,Linh Quang Tự,
Chùa Đông Trước,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2640,http://ditich.vn\upload\images\ditich\Ch-D0098.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Chùa,Di tích khảo cổ,Di tích cấp Tỉnh,,Thế kỷ 20,"21°14'38.7""N 105°57'08.3""E",Phật,,Số,Thanh Quốc Tự,
Chùa Nguyễn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2639,http://ditich.vn\upload\images\ditich\Ch-N0057.jpg,"Tỉnh Bắc Giang, huyện Hiệp Hòa, xã Mai Đình",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,Tu sửa năm 2009,Đầu thế kỷ 19,"21°14'50.7""N 105°56'42.7""E",Phật,Đầu thế kỷ 19,Số,,
Đình làng Bảo Lộc,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2638,http://ditich.vn\upload\images\ditich\Di-B0009.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Bảo Sơn",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,Cuối Tk19 - Đại bái; Hậu cung- Đầu Tk20,"21°21'14.9""N 106°19'40.4""E","Trần Cả, Trần Cung",Đại bái -Cuối 17 tòa Hậu cung - đầu 18.,03/2000/QĐBT ; ngày 14/02/2000,,Cuối Tk17 - Đại bái; Hậu cung -Đầu tk20
Đình làng Đại Từ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2637,http://ditich.vn\upload\images\ditich\Di-D0137.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Bảo Đài,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Quý mùi niên,Đại bái,"21°19'59.2""N 106°21'33.5""E","Đô thống, Chiêu ứng đế quân",Đại bái,821/QĐ-BVHTTDL;09/03/2017,Đình Thép,Thế kỷ 17
Đình Húi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2636,http://ditich.vn\upload\images\ditich\Di-H0080.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Đan Hội,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Bảo Đại 11,Đầu thế kỷ 20,"21°11'08.1""N 106°20'46.9""E",Cao Sơn Quý Minh,Cuối 18,502QĐ/BT; ngày 28/4/1994,Đình Đan Hội,Cuối Tk18
Đình làng Nội Đông,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2635,http://ditich.vn\upload\images\ditich\Di-N0097.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Yên Sơn,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 20,"21°15'34.8""N 106°20'14.8""E",Độc Cước,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 19,,,Thế kỷ 17
"Đình Chản,",http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2634,http://ditich.vn\upload\images\ditich\Di-C0073.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,TT Đồi Ngô,",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 20,"21°18'41.3""N 106°23'44.4""E",Bà Chúa Ngọ Tiên Lươn,đại bái - thế kỷ 17; Hậu cung - Thế kỷ 18,,,Thế kỷ 17
Đình Gai,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2633,http://ditich.vn\upload\images\ditich\Di-G0017.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, TT Đồi Ngô,",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Thế kỷ 18,"21°18'39.2""N 106°23'38.4""E",Cao Sơn Quý Minh,Thế kỷ 18,2087/QĐ-UBND;23/12/2006,,thế kỷ 18
Đình Hà Mỹ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=1878,http://ditich.vn\upload\images\ditich\Di-H0011.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Đình,Di tích kiến trúc nghệ thuật,Di tích cấp Quốc gia,Tự Đức 20,Cuối 17- Đại bái; Cuối 19 - ống muống,"21°17'59.4""N 106°21'20.3""E",Cao Sơn Quý Minh,Cuối 17- Đại bái; Cuối 19 - ống muống,08/QĐ-VHTT; ngày13/3/2001,,Cuối 17
Đình Sàn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2632,http://ditich.vn\upload\images\ditich\Di-S0024.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Phương Sơn,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,Tuế thứ Ất Mùi,Cuối 17,"21°18'01.5""N 106°19'48.6""E",Cao Sơn Quý Minh,Cuối 17,502QĐ-BT; ngày 28/04/1994,Đình Phương Lạn,Cuối 17
Đình Thân,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2631,http://ditich.vn\upload\images\ditich\Di-T0215.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, TT Đồi Ngô,",Đình,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,Đại bái,"21°17'58.6""N 106°21'18.1""E",Cao Sơn Quý Minh,Đại bái,502QĐ-BT; ngày28/04/1994,,Đại bái
Nghè Mẫu Sơn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2630,http://ditich.vn\upload\images\ditich\Mi-M0008.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Nghè,,,,,"21°17'58.6""N 106°21'18.2""E",,,,,
Nghè Húi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2629,http://ditich.vn\upload\images\ditich\Mi-H0014.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Đan Hội,",Nghè,,Chưa xếp hạng,,Cuối thế kỷ 17,"21°11'07.6""N 106°20'41.8""E",Thánh mẫu,Cuối thế kỷ 17,,,Cuối thế kỷ 17
"Chùa Cao Long,",http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2628,http://ditich.vn\upload\images\ditich\Ch-C0065.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Thanh Lâm, h",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Tuế thứ Mậu Thân niên,Thế kỷ 18,"21°20'15.0""N 106°19'44.1""E",,"thế kỷ 18 - Tiền đường, thượng điện",2163 QĐ/UBND; 19/12/2008,Chùa Sơn Bình,thế kỷ 18
Chùa Triệu,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2627,http://ditich.vn\upload\images\ditich\Ch-T0144.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Đan Hội,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,đầu thế kỷ 20,"21°10'57.0""N 106°21'41.9""E",Phật Mẫu,đầu thế kỷ 20,2002QĐ-UBND ngày 17/12/2012,Chùa An Triệu,
Chùa Phúc Nghiêm,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2626,http://ditich.vn\upload\images\ditich\Ch-P0062.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Yên Sơn,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,Bảo Đại nguyên niên - 1932- nhà tổ,Thế kỷ 20,"21°14'41.5""N 106°20'17.4""E",Phật mẫu,đầu thế kỷ 20,2087/QĐ-UBND ngày 25/12/2006,Chùa Chản,Đầu thế kỷ 20
Chùa Liên Hoa,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2625,http://ditich.vn\upload\images\ditich\Ch-L0059.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,xã Yên Sơn,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°15'34.2""N 106°20'13.6""E",Phật mẫu,đầu thế kỷ 19 - Thượng điện,Năm 2009,Chùa Nội Đông,Thế kỷ 19
Chùa Húi,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2624,http://ditich.vn\upload\images\ditich\Ch-H0065.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,xã Đan Hội,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Đầu thế kỷ 20,"21°11'22.0""N 106°20'58.6""E",Phật mẫu,"thế kỷ 18 - Tiền đường, thượng điện",,Chùa Phúc Long,thế kỷ 18
Chùa Non,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2623,http://ditich.vn\upload\images\ditich\Ch-N0061.jpg,"Tỉnh Bắc Giang, huyện Lục Nam,xã Khám Lạng,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Cuối thế kỷ 20,"21°16'40.3""N 106°22'46.5""E",Phật mẫu,,"1936/QĐ-UBND, ngày 20/12/2013",Chùa Linh Quang,
Chùa Khám Lạng,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2622,http://ditich.vn\upload\images\ditich\Ch-K0005.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Khám Lạng,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,Thế kỷ 20,"21°16'38.6""N 106°22'46.5""E",Phật mẫu,"Thời Lê Sơ, thế kỷ 15 - tòa Tam bảo",53QĐ/BVHTT ; ngày 02/08/1999,Chùa Khám,Thời Lê Sơ
Chùa Phương Lạn,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2621,http://ditich.vn\upload\images\ditich\Ch-P0046.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Phượng Sơn,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Quốc gia,,"Cuối thế kỷ 19-Tiền đường, Thiêu hương; Cuối thế kỷ 19- Thượng điện; đầu thế kỷ 20 - nhà mẫu, nhà tổ","21°18'43.0""N 106°18'36.7""E",Phật mẫu,"Cuối thế kỷ 19-Tiền đường, Thiêu hương; Cuối thế kỷ 17- Thượng điện; đầu thế kỷ 20 - nhà mẫu, nhà tổ",1568 QĐ/BT ; ngày 20/04/1995,Chùa Sàn,Cuối thế kỷ 17
Chùa Đính Long,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2620,http://ditich.vn\upload\images\ditich\Ch-D0105.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Chùa,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,Cuối thế kỷ 20,"21°17'59.9""N 106°21'18.3""E","Phật, mẫu",,"2763 QĐ/UBND, ngày19/12/2000",Chùa Mẫu Sơn,
Chùa Hà Mỹ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2619,http://ditich.vn\upload\images\ditich\Ch-H0064.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Chu Điện,",Chùa,Di tích kiến trúc nghệ thuật,Di tích cấp Tỉnh,1934 - Tiền đường; 1932- Thượng điện,Đầu thế kỷ 20,"21°18'03.6""N 106°20'39.6""E","Phật, mẫu",đầu thế kỷ 19 - thiêu hương,"1040 QĐ/UBND , ngày 29/7/2011",Quang Minh Tự,
Chùa Bảo An,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2618,http://ditich.vn\upload\images\ditich\Ch-B0007.jpg,"Tỉnh Bắc Giang, huyện Lục Nam, xã Cương Sơn, thôn An Nguyễn",Chùa,Di tích kiến trúc nghệ thuật,,Nhâm Ngọ niên,Cuối thế kỷ 20,"21°17'45.5""N 106°25'10.5""E","Phật, mẫu, Trúc Lâm tam tổ",Cuối thế kỷ 19,"08/ 2001/QĐ-BVHTT,3/03/2001",chùa Lè,
Chùa Đại Từ,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2617,http://ditich.vn\upload\images\ditich\Ch-D0104.jpg,"Tỉnh bắc Giang, huyện Lục Nam, xã Bảo Đài, thôn Đại Từ,",Chùa,,,"Bảo Đại nhị niên, tuế thứ Đinh Sửu trong Xuân Nguyệt, hảo nhật kiên trụ Thượng Vương đại cát (1937)",Cuối 19 - nhà mẫu,"21°20'02.0""N 106°21'50.5""E","Phật, mẫu",Cuối thế kỷ 19,Chưa xếp hạng,Linh Quang tự,
Đình Thanh Long,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2616,http://ditich.vn/upload/files/Anh%20hien%20trang%20nam%202017%20(6).jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Xuân Phú",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,+ đại bái,+ đại bái,"21°14'16.3""N 106°15'33.8""E",Vũ Thành và Nguyễn Trung,,Số,,
Đình Trung,http://ditich.vn/FrontEnd/DiTich/Form?do=&ItemId=2615,http://ditich.vn\upload\images\ditich\Di-T0210.jpg,"Tỉnh Bắc Giang, huyện Yên Dũng, xã Nội Hoàng",Đình,Di tích lịch sử văn hóa,Di tích cấp Tỉnh,,,"21°14'32.6""N 106°09'42.6""E","Cao Sơn, Qúy Minh, Tam Giang",,Số 2002/QĐ – UBND ngày 17/12/2012,,
